"pergunta","resposta"
"Qual a finalidade do comando embutido `local` no Bash?","O comando `local` cria uma variável local dentro de uma função"," com escopo restrito a essa função e seus filhos."
"Qual a finalidade do comando embutido `logout` no Bash?","O comando `logout` faz com que um shell de login saia."
"Qual a finalidade do comando embutido `mapfile` ou `readarray` no Bash?","Os comandos `mapfile` (ou `readarray`) leem linhas da entrada padrão para uma variável de array indexada."
"Qual a finalidade do comando embutido `popd` no Bash?","O comando `popd` remove entradas da pilha de diretórios."
"Qual a finalidade do comando embutido `printf` no Bash?","O comando `printf` escreve os argumentos formatados para a saída padrão sob o controle do formato."
"Qual a finalidade do comando embutido `pushd` no Bash?","O comando `pushd` adiciona um diretório ao topo da pilha de diretórios"," ou rotaciona a pilha."
"Qual a finalidade do comando embutido `pwd` no Bash?","O comando `pwd` (print working directory) imprime o caminho absoluto do diretório de trabalho atual."
"Qual a finalidade do comando embutido `read` no Bash?","O comando `read` lê uma linha da entrada padrão"," divide-a em palavras e atribui as palavras a variáveis."
"Qual a finalidade do comando embutido `readonly` no Bash?","O comando `readonly` marca os nomes fornecidos como somente leitura; os valores desses nomes não podem ser alterados por atribuições subsequentes."
"Qual a finalidade do comando embutido `return` no Bash?","O comando `return` faz com que uma função pare de executar e retorne o valor especificado para seu chamador."
"Qual a finalidade do comando embutido `set` no Bash?","O comando `set` define ou desativa atributos do shell e pode ser usado para definir parâmetros posicionais."
"Qual a finalidade do comando embutido `shift` no Bash?","O comando `shift` renomeia os parâmetros posicionais de `n+1` para `$1`"," etc."," descartando os primeiros `n` parâmetros."
"Qual a finalidade do comando embutido `shopt` no Bash?","O comando `shopt` alterna os valores das configurações que controlam o comportamento opcional do shell."
"Qual a finalidade do comando embutido `suspend` no Bash?","O comando `suspend` suspende a execução do shell atual até que ele receba um sinal `SIGCONT`."
"Qual a finalidade do comando embutido `test` ou `[` no Bash?","Os comandos `test` (ou `[`) avaliam expressões condicionais e retornam um status de 0 (verdadeiro) ou 1 (falso)."
"Qual a finalidade do comando embutido `times` no Bash?","O comando `times` imprime os tempos de usuário e sistema acumulados para o shell e para os processos executados a partir do shell."
"Qual a finalidade do comando embutido `trap` no Bash?","O comando `trap` permite que um comando `arg` seja lido e executado quando o shell recebe um ou mais sinais `sigspec`."
"Qual a finalidade do comando embutido `type` no Bash?","O comando `type` indica como cada nome seria interpretado se usado como um nome de comando (alias"," keyword"," function"," builtin"," ou file)."
"Qual a finalidade do comando embutido `ulimit` no Bash?","O comando `ulimit` fornece controle sobre os recursos disponíveis para o shell e para os processos iniciados por ele."
"Qual a finalidade do comando embutido `umask` no Bash?","O comando `umask` define a máscara de criação de arquivos do usuário"," controlando as permissões padrão para novos arquivos e diretórios."
"Qual a finalidade do comando embutido `unalias` no Bash?","O comando `unalias` remove um nome da lista de aliases definidos."
"Qual a finalidade do comando embutido `unset` no Bash?","O comando `unset` remove a variável ou função correspondente para cada nome fornecido."
"Qual a finalidade do comando embutido `wait` no Bash?","O comando `wait` aguarda por cada processo filho especificado e retorna seu status de término."
