"pergunta","resposta"
"Qual a finalidade da variável `BASH_VERSION` no Bash?","`BASH_VERSION` expande para uma string que descreve a versão desta instância do Bash."
"Qual a finalidade da variável `COMP_CWORD` no Bash?","`COMP_CWORD` é um índice em `${COMP_WORDS}` da palavra que contém a posição atual do cursor."
"Qual a finalidade da variável `COMP_KEY` no Bash?","`COMP_KEY` é a chave (ou chave final de uma sequência de chaves) usada para invocar a função de conclusão atual."
"Qual a finalidade da variável `COMP_LINE` no Bash?","`COMP_LINE` é a linha de comando atual."
"Qual a finalidade da variável `COMP_POINT` no Bash?","`COMP_POINT` é o índice da posição atual do cursor em relação ao início do comando atual."
"Qual a finalidade da variável `COMP_TYPE` no Bash?","`COMP_TYPE` é definido como um valor inteiro correspondente ao tipo de conclusão tentada que fez com que uma função de conclusão fosse chamada."
"Qual a finalidade da variável `COMP_WORDBREAKS` no Bash?","`COMP_WORDBREAKS` é o conjunto de caracteres que a biblioteca `readline` trata como separadores de palavras ao realizar a conclusão de palavras."
"Qual a finalidade da variável `COPROC` no Bash?","`COPROC` é uma variável de array criada para manter os descritores de arquivo para saída e entrada de um coprocessador sem nome."
"Qual a finalidade da variável `DIRSTACK` no Bash?","`DIRSTACK` é uma variável de array contendo o conteúdo atual da pilha de diretórios."
"Qual a finalidade da variável `EPOCHREALTIME` no Bash?","`EPOCHREALTIME` expande para o número de segundos desde a Época Unix como um valor de ponto flutuante com granularidade de microssegundos."
"Qual a finalidade da variável `EPOCHSECONDS` no Bash?","`EPOCHSECONDS` expande para o número de segundos desde a Época Unix."
"Qual a finalidade da variável `EUID` no Bash?","`EUID` expande para o ID de usuário efetivo do usuário atual"," inicializado na inicialização do shell."
"Qual a finalidade da variável `FUNCNAME` no Bash?","`FUNCNAME` é uma variável de array contendo os nomes de todas as funções shell atualmente na pilha de chamadas de execução."
"Qual a finalidade da variável `GROUPS` no Bash?","`GROUPS` é uma variável de array contendo a lista de grupos dos quais o usuário atual é membro."
"Qual a finalidade da variável `HISTCMD` no Bash?","`HISTCMD` é o número do histórico"," ou índice na lista de histórico"," do comando atual."
"Qual a finalidade da variável `HOSTNAME` no Bash?","`HOSTNAME` é automaticamente definido para o nome do host atual."
"Qual a finalidade da variável `HOSTTYPE` no Bash?","`HOSTTYPE` é automaticamente definido para uma string que descreve unicamente o tipo de máquina na qual o Bash está sendo executado."
"Qual a finalidade da variável `LINENO` no Bash?","`LINENO` é um parâmetro que"," cada vez que é referenciado"," o shell substitui um número decimal representando o número da linha sequencial atual dentro de um script ou função."
"Qual a finalidade da variável `MACHTYPE` no Bash?","`MACHTYPE` é automaticamente definido para uma string que descreve completamente o tipo de sistema no qual o Bash está sendo executado."
"Qual a finalidade da variável `MAPFILE` no Bash?","`MAPFILE` é uma variável de array criada para manter o texto lido pelo builtin `mapfile` quando nenhum nome de variável é fornecido."
"Qual a finalidade da variável `OLDPWD` no Bash?","`OLDPWD` é o diretório de trabalho anterior definido pelo comando `cd`."
"Qual a finalidade da variável `OPTARG` no Bash?","`OPTARG` é o valor do último argumento de opção processado pelo comando `getopts`."
"Qual a finalidade da variável `OPTIND` no Bash?","`OPTIND` é o índice do próximo argumento a ser processado pelo comando `getopts`."
"Qual a finalidade da variável `OSTYPE` no Bash?","`OSTYPE` é automaticamente definido para uma string que descreve o sistema operacional no qual o Bash está sendo executado."
"Qual a finalidade da variável `PIPESTATUS` no Bash?","`PIPESTATUS` é uma variável de array contendo uma lista de valores de status de saída dos processos no pipeline em primeiro plano executado mais recentemente."
"Qual a finalidade da variável `PPID` no Bash?","`PPID` é o ID do processo pai do shell."
"Qual a finalidade da variável `PWD` no Bash?","`PWD` é o diretório de trabalho atual definido pelo comando `cd`."
"Qual a finalidade da variável `RANDOM` no Bash?","`RANDOM` expande para um inteiro aleatório entre 0 e 32767."
"Qual a finalidade da variável `READLINE_ARGUMENT` no Bash?","`READLINE_ARGUMENT` é qualquer argumento numérico dado a um comando `readline` que foi definido usando ""bind -x""."
"Qual a finalidade da variável `READLINE_LINE` no Bash?","`READLINE_LINE` é o conteúdo do buffer de linha do `readline`."
"Qual a finalidade da variável `READLINE_MARK` no Bash?","`READLINE_MARK` é a posição da marca (ponto de inserção salvo) no buffer de linha do `readline`."
"Qual a finalidade da variável `READLINE_POINT` no Bash?","`READLINE_POINT` é a posição do ponto de inserção no buffer de linha do `readline`."
"Qual a finalidade da variável `REPLY` no Bash?","`REPLY` é definido para a linha de entrada lida pelo comando `read` quando nenhum argumento é fornecido."
"Qual a finalidade da variável `SECONDS` no Bash?","`SECONDS` expande para o número de segundos desde a invocação do shell."
"Qual a finalidade da variável `SHELLOPTS` no Bash?","`SHELLOPTS` é uma lista de opções de shell ativadas"," separadas por dois pontos."
"Qual a finalidade da variável `SHLVL` no Bash?","`SHLVL` é incrementado em um cada vez que uma instância do Bash é iniciada."
"Qual a finalidade da variável `SRANDOM` no Bash?","`SRANDOM` expande para um número pseudo-aleatório de 32 bits cada vez que é referenciado."
"Qual a finalidade da variável `UID` no Bash?","`UID` expande para o ID do usuário atual"," inicializado na inicialização do shell."
